,timestamp,Date,epoch,asset,opened_at,owner,iasset_staked
0,1719351900,2024-06-25,494,iETH,1672963428,198836d653f267dfed06bd383b80539c50f3ab6d6e7e0de11d9b723e,756
1,1719351900,2024-06-25,494,iETH,1673525561,4199f4bb58f9b3c60dec5310a8326d46c90318b83d2e96ff45f30bf1,25
2,1719351900,2024-06-25,494,iETH,1673191528,117a220650f577db973565412c705745e0cac69c796d137e977267a0,1
3,1719351900,2024-06-25,494,iETH,1672974498,43b8e3375ecf90169230d91ce92863d0b041ed4c8668cc87d17ea980,3685
4,1719351900,2024-06-25,494,iETH,1673468278,f9f1d44d00b15f63b1aac48dd4e3b4738bec1c79cef84b67ef5c69e4,411
5,1719351900,2024-06-25,494,iETH,1673039068,5016a30bc3c1a609d20be6cd2ea1f87bf5b49bcf2f8ecdb1d21cceff,1
6,1719351900,2024-06-25,494,iETH,1678154289,8b542601309e158b422074b4a53ec9aa0f09a0b50f58bce55a68b4a0,17249
7,1719351900,2024-06-25,494,iETH,1674979085,ce6885bef0ae899503bec94142f5c2d8f8d25973ddb50e1c5dca5c1e,890
8,1719351900,2024-06-25,494,iETH,1680091680,93fb8feafbe7b27f8ccddb6c42676e5c85698c605c6627728507d8fc,617
9,1719351900,2024-06-25,494,iETH,1680287933,19c1be2fd0ce6e32cde0185dd60a56edc288d8de6243c1ca4e569f51,84
10,1719351900,2024-06-25,494,iETH,1680526573,70412db01246a610b0e448401967f8c79afad0c1eda5cc75b2c252f7,1168
11,1719351900,2024-06-25,494,iETH,1680977908,875b60897b0b855c13d7cab2fa168fe63bce45ed7e657bdd951b5972,37806
12,1719351900,2024-06-25,494,iETH,1675902285,2b3f8ce415f63a81454d53882a00a4d2225e1284c257a8b14ecb4c22,2
13,1719351900,2024-06-25,494,iETH,1682654734,38182d9874dbabb161ffff5e21c81a58b8134ff7f34f2407903dba6c,5961
14,1719351900,2024-06-25,494,iETH,1683481411,afd3aaa6c6cff952df201e8b6aa2e2e06e080f61f9fcbabc1997b42b,112454
15,1719351900,2024-06-25,494,iETH,1678422827,6efc2b7d458837222c6305866822d7d3039f9b436dc7eeda2ebabd4e,5341
16,1719351900,2024-06-25,494,iETH,1676472427,7bfcb0b4a3974232c21fe4440a2befb5aff58093e9582c9d447c1e0d,467
17,1719351900,2024-06-25,494,iETH,1680472793,d1b4a2e733c66382f3c60bf7a43803b57e44c07d5efe87bf8c4185ee,87570
18,1719351900,2024-06-25,494,iETH,1673239621,bdb8c089708bb3dd3c626bb9a286a3aacbf77517b9643161db4a1452,67
19,1719351900,2024-06-25,494,iETH,1678960819,4e5426811df99e191ae0bc3eca64836e561a07d1623b16f94828240b,2
20,1719351900,2024-06-25,494,iETH,1682819898,a179c06273cc4b1676137e136a2ef23e7cf4a3ea8b07f359a13f88a2,4866
21,1719351900,2024-06-25,494,iETH,1676542578,8d995bf956bbf2a69b6549ca3a6830e9292b0d2641e9fa520d0f294d,117691
22,1719351900,2024-06-25,494,iETH,1683522991,57e5858c1df6db74f151486eedd33dec6790c38e79d12b69e2add37e,59441
23,1719351900,2024-06-25,494,iETH,1682932359,8bb170899ad086aaf786240e8429aaae18448301ad0d2ab068d38f4a,1
24,1719351900,2024-06-25,494,iETH,1685796144,c8ca667b94b226c0400fc4f3f8ce935ef841edd752b09fbf28b1cb16,8
25,1719351900,2024-06-25,494,iETH,1679242215,aa67df191de68ac9224c3425b62b628becbb3d001d0ba78f1dacac4e,15
26,1719351900,2024-06-25,494,iETH,1684439476,241ecd4e529840fd1d3c3a44abf3e5f3d65c6312fa1203025234ade4,5570
27,1719351900,2024-06-25,494,iETH,1680588771,7bca37d84a32420442867cc57a31d617763def3c9963f639c58ff001,280343
28,1719351900,2024-06-25,494,iETH,1686936343,0cdd12ae3e182cc9ce56f55e17b6ae78cd48110aa592163b39ba5b03,17757
29,1719351900,2024-06-25,494,iETH,1678936550,d94f9bc0ffe11ad1005b22a6e5c2b471b29c53510aa81514fc24d95a,43279
30,1719351900,2024-06-25,494,iETH,1702426766,77c9c6f64b0539e5dd54cb2121f5072becb205eec40d68fc66f5944d,73505
31,1719351900,2024-06-25,494,iETH,1686674974,aceab5cd6d083ab7388b8487f260c514770460bd9809196d455c7150,621980
32,1719351900,2024-06-25,494,iETH,1687613633,91aa6ddecfac713f774fe7635bc6804e96e008cd220186a1382b7f1f,71487
33,1719351900,2024-06-25,494,iETH,1695373050,01da9d4fea55755b1bd3017417aeae4b69e15fda2bbdb49d739351ff,201253
34,1719351900,2024-06-25,494,iETH,1676433171,69db3ddacd4bd728026a19f9e8be6d41771d6cfb8cc1706798b3ad1b,69484
35,1719351900,2024-06-25,494,iETH,1696713337,fa1723e381818dd3249476008192dd876d12607046f821ff55defe4a,342101
36,1719351900,2024-06-25,494,iETH,1690746933,ecf6df3e564fb3214117ff1ba3fb4532e6d1f2fb80c0015027b291b8,201
37,1719351900,2024-06-25,494,iETH,1699662361,45a9f4d28189a427148cf969aba03325e950fcf924e48a3af0905846,212602
38,1719351900,2024-06-25,494,iETH,1698700474,f6fef53cd89ac1c032af0d8674be9688490ec68cd06190556f61ad9d,5834
39,1719351900,2024-06-25,494,iETH,1682810535,5310a7c00c573d9400459ad061211250ce8c164a1b657d952003f32e,278493
40,1719351900,2024-06-25,494,iETH,1689292811,9ef82b39ec0521ee2054f18b3811007af895c6a3248eb9bf458ebedd,888233
41,1719351900,2024-06-25,494,iETH,1684996899,0ad45bd4425847c0893b6a9135dc9086793f21620bf46205901be98a,96004
42,1719351900,2024-06-25,494,iETH,1688385920,16490539b2a6c749b18c82a41ad485eaa882ee019335452b7a7c27c0,73480
43,1719351900,2024-06-25,494,iETH,1713184415,f130e5b0b9c5180b75bc9b2bfa96fa6ab7d269e4534765800d08aa06,343739
44,1719351900,2024-06-25,494,iETH,1704670960,cc5d26611f038e50b4f5c174d83c07d8ec7c2f2d557a95800b32e060,30
45,1719351900,2024-06-25,494,iETH,1687588271,b844eda8d8b99c58609f090d3156ef91488778e92501e1154e797492,109415
46,1719351900,2024-06-25,494,iETH,1673040455,9bf780683ee09b92d00a465c519ef7febf74a26e6ff45fd9af96e496,140352
47,1719351900,2024-06-25,494,iETH,1701896396,71c27c179abf426d4ad4f7ce021840097e2abb1312546c6dba1f9d1c,38905
48,1719351900,2024-06-25,494,iETH,1707994722,227f24dc82d26b2335fb8ea55155894eb001c21349fbd17d495b3801,249034
49,1719351900,2024-06-25,494,iETH,1692781427,bf97ad99b5269c15e3726290f95f0fc0ec8dbada31183778548d9da0,3
50,1719351900,2024-06-25,494,iETH,1698894188,6dc8489d983500d3c50976b4a89ed86174884bf6f1669c86578104a8,208303
51,1719351900,2024-06-25,494,iETH,1677063338,17e6192c507aa42939888c9354ab8ad76b387cdd923668c0999a198b,5099
52,1719351900,2024-06-25,494,iETH,1696382059,73761bdecaf3b16b1ac8cfbc32a46cfb73f3086cd854b57855bcf16e,139457
53,1719351900,2024-06-25,494,iETH,1709768659,1ce4083636c66d03f4415574ab7f6cb1caae7c6a6c2115f4716b1e17,6883
54,1719351900,2024-06-25,494,iETH,1687317351,c1847df694146357cb67166b11ec706348cb02d268b09c7ca0567a2a,1
55,1719351900,2024-06-25,494,iETH,1687666064,5704ede877045beaaf499cf2a9a7f73b1aec49880230fdbd61512f0e,34
56,1719351900,2024-06-25,494,iETH,1713012832,c91490adde7feb9e01721f33e1ab60e2002bef0b62a0e83a759ff983,788
57,1719351900,2024-06-25,494,iETH,1700999758,9eacf5e8b3c6bf9b1abf34590fd8c9b02e34c0bcd682a1e895ede3fe,10125453
58,1719351900,2024-06-25,494,iETH,1675738650,9320b2e201b2f4141b4ea6e17e410f4696c911f77149408d632ebb8e,12
59,1719351900,2024-06-25,494,iETH,1703330575,6f9174d7d77433bf651da252e8e6e2da5a37e40e6b3b904aff31d3e6,28559
60,1719351900,2024-06-25,494,iETH,1713015771,bb32c423f9a82af12f10a7ddfbb3e06a6160ad5b75827a14c2975eb5,161412
61,1719351900,2024-06-25,494,iETH,1709681507,cd6f3f5add50f65f6fe5b7d87701179da0d5e469c42a28e92727e457,6706
62,1719351900,2024-06-25,494,iETH,1673008874,af91dcc8800fad79990ad47efc93335efb93b85b15f01ad0570b0924,114984
63,1719351900,2024-06-25,494,iETH,1679058923,9b314b76487603dec62a43cfeea584dae73cd42e7f83871495974fdb,452451
64,1719351900,2024-06-25,494,iETH,1688149062,161478c8f8376606bcc5ae29a3d3c4efe4a06ae5009285f447daa51f,1
65,1719351900,2024-06-25,494,iETH,1700541457,6a6a3e0f0715ee932f0cd37b1ae9b6a0bacd2a526ec7c8e17a484424,15302012
66,1719351900,2024-06-25,494,iETH,1702583633,f4a9767bf9af666debc2d1a3cb7365d805c40f3e0fcc95e3056a2ee5,7972
67,1719351900,2024-06-25,494,iETH,1680680229,b17a9e6267af6b03c1d5b6ed9d2ffd82052fe72f052d434082cfc7dc,44461
68,1719351900,2024-06-25,494,iETH,1684426500,d4da2d85527b6622fb0dfae1fda83de879b7cd969bf5ff96e9ba3aa6,311790
69,1719351900,2024-06-25,494,iETH,1686229075,ee8e915802b5f642b6f4d4d30ce94976a6efc51f145c980d9d376034,22330
70,1719351900,2024-06-25,494,iETH,1685238381,731c4e0664571b4ea0a1b9279f3b9dc10ae79bd38908a7b30ecefe22,477
71,1719351900,2024-06-25,494,iETH,1675972866,945cd17ae5a96a439a8191283c8459e67ab18c7e2d93fa1dfce4671c,74289
72,1719351900,2024-06-25,494,iETH,1676931801,264b3be253f8b7ded1b7c01a483256379777df963ce59e49167e95d4,170223
73,1719351900,2024-06-25,494,iETH,1696279312,d00c92d92560223d54d47e2332b1937f37e48f8faf44d2735e119b40,86491
74,1719351900,2024-06-25,494,iETH,1687904571,257054d58a607073e56032f3af44c34c4da9c3c80ffcb6155bc26122,88752
75,1719351900,2024-06-25,494,iETH,1686005851,6d6912b202d92f19e9b506ce91eb315f764d0eb5aaf86598b6408dd0,29216
76,1719351900,2024-06-25,494,iETH,1686896455,144a91af110e1f266e04a5fc28a41d897523570b8c8ca12724be3b64,34303
77,1719351900,2024-06-25,494,iETH,1708644906,1b85c247331607f288e67f359127882e951ddb382589e0edc7d32f37,15305
78,1719351900,2024-06-25,494,iETH,1673247479,a2b3fc71aa466e489bef35c30ca8b4a9388f701ab0cd73c9c81a5409,122624
79,1719351900,2024-06-25,494,iETH,1685086804,d2a9e3449671da65c467670745d3d5ba2f2f261187808191a95710cf,19918
80,1719351900,2024-06-25,494,iETH,1686098087,11b4ac68cf0d110247dc7d2bc139c92fd7a21af0a798a913e06fecd1,47515
81,1719351900,2024-06-25,494,iETH,1685327912,a33c563393379855e9b6f66e6830ceac659fac8982b06d4128b21722,6359
82,1719351900,2024-06-25,494,iETH,1681286315,84e650cc71a2cc4a1e57241565b32d0b24ba3ed2a8726bbd11c76ef7,17664
83,1719351900,2024-06-25,494,iETH,1686847964,fdcb2ad56f90c49a73ace602f2f459055f75c9b42f6b186731da60e0,25168
84,1719351900,2024-06-25,494,iETH,1688506745,5549e47cc751bd3ea39c302038ed15de03593797992f85d62ec3588b,2621
85,1719351900,2024-06-25,494,iETH,1680467906,69af353f2cb9ab695b429cff0e80203bc8e9e47548f28176e9bf99a0,460914
86,1719351900,2024-06-25,494,iETH,1688431701,ea79af332a33e08d0180ace4940a4bba5e9040ea76bf0f8a884279cd,21765
87,1719351900,2024-06-25,494,iETH,1686953305,5ba4f7eb27d46622d4728a365e4e78b349d96c40cb8e6b17b32814ad,29559
88,1719351900,2024-06-25,494,iETH,1687628001,343a6e2b66f769abf99ad58bc6425690fd647ea7221a738a55d94bd6,17142
89,1719351900,2024-06-25,494,iETH,1684791156,9913007f4d5d7d0bdfde593a74f1cc948368d29881aa3efab60a6338,34238
90,1719351900,2024-06-25,494,iETH,1695507593,9e50685ab277c256faccb96797ca4a94bdff89291b969ed2371c5abb,1147
91,1719351900,2024-06-25,494,iETH,1689751905,590d2732226bce1245e4da51d3c55e00f3e7ec6a16c5117904558405,679839
92,1719351900,2024-06-25,494,iETH,1701102152,11e7ab50a96802ee503a2bac8500f6415b41c2827bfe045b4e613853,111539
