,epoch,owner,indy_staked
0,434,8707ca72180e998be7256d3ca209f1018ee51fc9f9e1d55fd1d962ae,133573422
1,434,c0960051779497477b7990f39f17bf14442e56a70bf43f068d1cf57e,75159566
2,434,a06113a3938ccb49b7ce16f9b2ab9111f914884df9c0caaa289937b8,50000000
3,434,54007dd63152ad9122e7bab424920e99fc9421ab02842f578cbfc909,53355892
4,434,64a10c64f24430b1dd073fdd02d0ba3f90aedfbb56a11ebc88f31d9a,14029231
5,434,a7e0424b1f170c410738605f255210625f2b7142062ac47c273616f0,53565202
6,434,d1cbca2f513f89406752d1009b7eba249d0cb7d0adcb1177de813348,1117813401
7,434,6a1471d73b455b1bdf4385f07ac018eb887823afd9744c580eb43cbf,55200803
8,434,0936d68d47189f049a4aee68bf5d41b42a92f5545b84611c9fe57688,50200803
9,434,9b097765bfe40e19de6945a6a0daaed669f4054ac7bbdd364a67af40,30000000
10,434,a2b2868b4ed8cb7d64c181d43729fc2d1ee6349d19244491006b16d1,6631892
11,434,54b42a5c2b1474fc200f0da1f6a8d2945abd996c67a9106c5b72ba7c,32948187
12,434,1b63ed5f8fe54a1f0ae131c1f9a5a3a7f159842afc9b70463f8d95b9,61530269
13,434,ca0cf7630e2d9987b84579be003a2f2176e56b3fb8d2213614e59b9e,4019042422
14,434,9ec26f63bfe50214282ef7ab89765bb7d647271ab7952de6815fbc19,8287751
15,434,e912270c161ba364fe6dab8b054e4cefe40070c32472b9f8b9b4466f,20528694
16,434,5174ab849efa5337d220c79f849aa39ee378cd42b3ea9a2cc55ff905,6617145
17,434,5dc64a76dbf62d32c295eb29e6693f80969eb2f53500ac5d3640bc45,700000000
18,434,b27ac4c0f3a45ce9bc3d8ac970e8bc00b93c42d20af0544c91e6bd67,5000000
19,434,baac90fc7d908eee559fe3cba91e071474e4bf9373c8f5db65e87da5,36015923
20,434,3cb3fac6334444e737d3f8964ed71c03a624dad948501dd17b4a834d,27050977
21,434,7a730560b9ebceba314474dcd86bef107ba8a3ca8b51be98d68c1d05,242050180
22,434,a443b6f8a164a0095b12cf31e780203ce46c3a884e8548461aa61d6e,60071527
23,434,458b594e95032999db66b0398ed0ee9dc5c21e67cb291a03a818b89b,33703691
24,434,c040328f6fd4031c818c6c2c54ae24ffb2ccdab3ecfa823f86d857e8,25200803
25,434,1a622a828aa93c1e65f851dc9635968ccb74798f66c4949b3a255a4e,8491956
26,434,4c90080d9b9cce14d4dd363d8cbd6fc0a07131132be98fd0068ad461,5000000
27,434,e819b606d66c58f04240d1e4d200c0e637ca425132af362ca891b91f,60200803
28,434,9af2b2ddc1a922f35e40e59121ebf7b6ebfd7ed2f40c790a30359314,408000000
29,434,7100a5fc6d8a8a1854e81306d428ddbef83c1f6c93d49eb11dd9d5a2,377217625
30,434,53494b753f7670d751b575f6d4559aeb0d1a55e8e1b60a85e73e2df0,16951390
31,434,87cfce392e41d3f90fca51e3b9e1ee38e67ff1e1dfd4acc11d068cc6,272125026
32,434,0a28284b7d8984092e0045a00b4a363733ff8764f6dcbf0504f2b7a8,50200803
33,434,60401c22591a1a24e9016dfcb5e0c3ad93de65435f18f4f24d8193c2,91465407
34,434,c2600cc73f1ddf78cb0deea927fee6409c9d2aaf151b6bb9ac1b0feb,100000000
35,434,51efe629a2a27ed7854d11b8c1f5e47e5a2a502a73beb25aadc625fb,58033051
36,434,05873aa7f27f4e91829e46c4de94c4b9159dcbf2b3f73f3037429d8b,15000000
37,434,b32472f9afa6d5ab44f07d95ac5d3a5a7f0a17c15c91c62e8646e686,31635180
38,434,6e3705283abc36d62e5332e221e4f440e90b8f716b0b412c8ffe2ef1,30000000
39,434,042a3d41e8bc0c79fa17e491c6b81f6d5645bfc35df036f61c18bd1f,683508227
40,434,3d4d56f02ddccf47cbebceccd1d5fdf9e2f8020e8fd929e08318922b,1158911
41,434,2722b73e6fdadd44d7e771dbde649d36ff3ac90277ce49b530355d3c,40396896
42,434,19c1be2fd0ce6e32cde0185dd60a56edc288d8de6243c1ca4e569f51,1000000
43,434,779311e3763a0548a21966fcbaee04af77a5c21dc863eaf8dfb7d232,87486289
44,434,dbf62020c6e458cd78ab8e4726fbc766b60c9a473918a5afb8784f4f,30000000
45,434,559d23a5db8f1b809ba9b48e7504582c96af34f68495f3ed51b2cce5,101959159
46,434,fd84357990c85741e74703ffc003798059eecfc6cd9ee37c98e93fd8,19669726
47,434,f30c8d52d06adc54518b2b7bf8367685fafcc1d598b6235fff1674e1,56933540
48,434,66ebf229a7d33e70a393a9f896dc4ee7caadf1618245a9404af378a2,280252383
49,434,19d096d0ca81b14280d46fdd4f428e2a443ead965a070890398b0d98,39049842
50,434,5281479d61081904c906882dd7c809bcda231c699ca0895550732a70,2490628484
51,434,a4cb303f50719d1ec712704dee0fbbdc71dbb54a24c30ef2e133f8ab,75147840
52,434,37339e109621e4508bbbad12698a2a5bd81155a36545edfe7340f030,694659144
53,434,9d4b499a1d5865c79ecca081633a8741a88cc9225b71f1403843d418,305401606
54,434,b1ca53b12a8c7f0b5adddf9157cfc2548b93fc854cc124174394b8fa,278079834
55,434,9d25f407ec78be5c5b0d1c0e95edff70844d338f1207cd04f1a07b25,30754695
56,434,9c27d064a05530a230fd70489e45395ffe983454d84321fe4e75f3f9,1333449608
57,434,a485b6436c9f49a331655fa1574405c3e9bb1ead65e84b91f28fe826,40003591
58,434,6b28469ea3ca15f2ca119267bbebfaa93083df2d3a54fe89524cb26e,21577691
59,434,284e815b254663fcb753bb060e597a26ba57d8e3e2684fca9997893b,757596706
60,434,d9a5a826fb470f37aaeff134cd7471f85ac885fe80665da1c6fe01f1,74467149
61,434,02e55ea0a0e1c02a0a041cef143da60f7257e2a66f559b5dd4dc9ee6,50279270
62,434,6dfa5c283d15c82b85b918c5480a6abf540d11f8ba50bdd65af11b86,46275704
63,434,9c9ccbb773315d014fa44cd45b3f748defe409f24ced66bbf1f3137c,84587971
64,434,7e021fd4f4b01ea412dcb4f3717e6be9ef8f03fe26a3ce9b126a4636,30000811
65,434,60aa4eb9f3d2abdf9816fa92d3df26477de6be0f8f22ae7f9b68f897,6468750
66,434,e0a4b979717cdf180fd25ada7d8ce34bfb55821c54473e5d3344ab44,305000000
67,434,88953f934feb695c29c1c31a3fb5024504becdef70a24a446168dc15,60200793
68,434,12f6a51a346513c205f3d56530dab31b2ffb5a92ba6bd868c668b229,109233610
69,434,dc7dc874141547865628aef3d0def219496edf07b8ade1c5b8b51dcc,1095054437
70,434,974a981a7e5b9a818df5f54f6430b9d696f67ae1fdd13b5962d35f93,227028174
71,434,9fbf7f8abb766c67dabd22c2ca7f81e8a97dcb610450906524cf8ab6,90083301
72,434,b4ae9fad7ac39b99156109e5bb7c33f99f4773caafc8373b3fd94b4e,74057620
73,434,b424d1f65eef1518c28afdc0d1acea0220f30e56c76e7f3ef6194221,190117848
74,434,57f47c774b61a2ff4ff48fd018dad30310aecd979dcd83a8360e0c36,61025749
75,434,d9d0907b76b7fffe28939cd5e7971c5f572c7dbcd8092471c9ba71ac,61164940
76,434,651bd5ad24d71629020db8e5b179bf3848991bb60336d0ea4b91abdf,65122824
77,434,d4da2d85527b6622fb0dfae1fda83de879b7cd969bf5ff96e9ba3aa6,20785587
78,434,cb181bb7fceeebef3e2d82fd2a62b5f23a118b9646d0752bce942dc0,1
79,434,73be075ec165ce8fb59c3167cef2b7ab18d8e2325c5f3bd22737f5e1,207869468
80,434,764d01e7198d743368fc26bef4a824e745e88e499863d170f68bc8d5,669698011
81,434,56617e1094153dbd2fa786bed5741027a23cb9a13f32a746ec9fc2e7,805126078
82,434,5cddfabc77a866c6b396d64a994a75d6ea5df7c506bbe3e4eb2379a1,668694
83,434,2ce41335cb3853aa6b9605d4a50fc67a74d51e406a750c9fe93d7b49,194827078
84,434,c7757429292bc038d3a7b0605366dda32e2649b2ac2505b12c38228b,20272531
85,434,56a31a31d994dd695445965d7862c2025320c4d7a0202bb6e977e74b,10818474
86,434,c6ceda994d4ef66eecdfa9014994b2e21ca16c2b6f75b6d1e1d798cd,100000000
87,434,918449aae85de7248a8e0064d1b2bf9074fafec8af0e0689776af587,81846057
88,434,437ddb59f9871085cadd54bbbb818eaf20beb48cb14b4f4a4d3c2ea3,254576097
89,434,02e61b3871d45de09d96c1c0ced7355a1878f470e1585678d1b3b0d6,16560874
90,434,df7913dcf197ce420559c44053ce7de8c847e050f02e4ee7ee8aa697,1127270564
