epoch,addr,purpose,date,amount,Expiration,AvailableAt
446,198836d653f267dfed06bd383b80539c50f3ab6d6e7e0de11d9b723e,SP reward for iETH,2023-10-28,719,30-01-2024 21:45,01-11-2023 23:00
446,43b8e3375ecf90169230d91ce92863d0b041ed4c8668cc87d17ea980,SP reward for iETH,2023-10-28,3503,30-01-2024 21:45,01-11-2023 23:00
446,58565b9a0b90f766dad48a3cb365453b452565ecb6773a55a5517b48,SP reward for iETH,2023-10-28,458016,30-01-2024 21:45,01-11-2023 23:00
446,405966152e910c43c45f1d21d8420d7ce66c604b9750824741970780,SP reward for iETH,2023-10-28,369,30-01-2024 21:45,01-11-2023 23:00
446,4199f4bb58f9b3c60dec5310a8326d46c90318b83d2e96ff45f30bf1,SP reward for iETH,2023-10-28,24,30-01-2024 21:45,01-11-2023 23:00
446,f9f1d44d00b15f63b1aac48dd4e3b4738bec1c79cef84b67ef5c69e4,SP reward for iETH,2023-10-28,391,30-01-2024 21:45,01-11-2023 23:00
446,bdb8c089708bb3dd3c626bb9a286a3aacbf77517b9643161db4a1452,SP reward for iETH,2023-10-28,64,30-01-2024 21:45,01-11-2023 23:00
446,117a220650f577db973565412c705745e0cac69c796d137e977267a0,SP reward for iETH,2023-10-28,1,30-01-2024 21:45,01-11-2023 23:00
446,ad122b9fa3ab86495712afd2a6f655430427c2cf21a54fd0c8fe8e63,SP reward for iETH,2023-10-28,75659,30-01-2024 21:45,01-11-2023 23:00
446,2e1573f020d7dc42fb1befd459287f0e620fb799cee111e43c50d676,SP reward for iETH,2023-10-28,11461,30-01-2024 21:45,01-11-2023 23:00
446,ed3122194af84dbc350676f420b1927209b40cf0d239ec26a5cc8623,SP reward for iETH,2023-10-28,235753,30-01-2024 21:45,01-11-2023 23:00
446,5016a30bc3c1a609d20be6cd2ea1f87bf5b49bcf2f8ecdb1d21cceff,SP reward for iETH,2023-10-28,2,30-01-2024 21:45,01-11-2023 23:00
446,bffe2a2f3dde97b96f94f5cdde3957828c61db930faba0e4b2afbb46,SP reward for iETH,2023-10-28,46174,30-01-2024 21:45,01-11-2023 23:00
446,435ac6984516a80bf6a9e7d16ba8431add7b4f44083131ab8dce0097,SP reward for iETH,2023-10-28,86114,30-01-2024 21:45,01-11-2023 23:00
446,8b542601309e158b422074b4a53ec9aa0f09a0b50f58bce55a68b4a0,SP reward for iETH,2023-10-28,16396,30-01-2024 21:45,01-11-2023 23:00
446,6efc2b7d458837222c6305866822d7d3039f9b436dc7eeda2ebabd4e,SP reward for iETH,2023-10-28,5077,30-01-2024 21:45,01-11-2023 23:00
446,ce6885bef0ae899503bec94142f5c2d8f8d25973ddb50e1c5dca5c1e,SP reward for iETH,2023-10-28,847,30-01-2024 21:45,01-11-2023 23:00
446,7bfcb0b4a3974232c21fe4440a2befb5aff58093e9582c9d447c1e0d,SP reward for iETH,2023-10-28,444,30-01-2024 21:45,01-11-2023 23:00
446,89d095d531c5d92be599e65bfe27c44652b2cf99b72a332427e9d8a2,SP reward for iETH,2023-10-28,26513,30-01-2024 21:45,01-11-2023 23:00
446,42a1f1254b83222880c10986170dff3d174299a9b6601511d369a189,SP reward for iETH,2023-10-28,215154,30-01-2024 21:45,01-11-2023 23:00
446,93fb8feafbe7b27f8ccddb6c42676e5c85698c605c6627728507d8fc,SP reward for iETH,2023-10-28,587,30-01-2024 21:45,01-11-2023 23:00
446,19c1be2fd0ce6e32cde0185dd60a56edc288d8de6243c1ca4e569f51,SP reward for iETH,2023-10-28,80,30-01-2024 21:45,01-11-2023 23:00
446,d1b4a2e733c66382f3c60bf7a43803b57e44c07d5efe87bf8c4185ee,SP reward for iETH,2023-10-28,83238,30-01-2024 21:45,01-11-2023 23:00
446,70412db01246a610b0e448401967f8c79afad0c1eda5cc75b2c252f7,SP reward for iETH,2023-10-28,1110,30-01-2024 21:45,01-11-2023 23:00
446,875b60897b0b855c13d7cab2fa168fe63bce45ed7e657bdd951b5972,SP reward for iETH,2023-10-28,35937,30-01-2024 21:45,01-11-2023 23:00
446,84e650cc71a2cc4a1e57241565b32d0b24ba3ed2a8726bbd11c76ef7,SP reward for iETH,2023-10-28,16790,30-01-2024 21:45,01-11-2023 23:00
446,4e5426811df99e191ae0bc3eca64836e561a07d1623b16f94828240b,SP reward for iETH,2023-10-28,2,30-01-2024 21:45,01-11-2023 23:00
446,2b3f8ce415f63a81454d53882a00a4d2225e1284c257a8b14ecb4c22,SP reward for iETH,2023-10-28,2,30-01-2024 21:45,01-11-2023 23:00
446,af91dcc8800fad79990ad47efc93335efb93b85b15f01ad0570b0924,SP reward for iETH,2023-10-28,101744,30-01-2024 21:45,01-11-2023 23:00
446,8707ca72180e998be7256d3ca209f1018ee51fc9f9e1d55fd1d962ae,SP reward for iETH,2023-10-28,1583,30-01-2024 21:45,01-11-2023 23:00
