epoch,addr,purpose,date,amount,Expiration,AvailableAt
455,94e8a4d1c409af5498095aafa61edb23fdbd9714f45d104cbe148425,SP reward for iBTC,2023-12-12,19996,15-03-2024 21:45,16-12-2023 23:00
455,4652c04766dfb925145dd332a511ae47fc2404afe0bebeee3627a71a,SP reward for iBTC,2023-12-12,750,15-03-2024 21:45,16-12-2023 23:00
455,b116a13787a0e3908128fb3d218193ebbe31f14bb1564e3b17e56474,SP reward for iBTC,2023-12-12,564,15-03-2024 21:45,16-12-2023 23:00
455,f8dc2687e7efb9814a0258337bbead8dbcf6dac7a0237e3b600f404d,SP reward for iBTC,2023-12-12,4604,15-03-2024 21:45,16-12-2023 23:00
455,2774b527cc66118eeb772ca5553089dc2f9d0a675d5d4bb0615afa56,SP reward for iBTC,2023-12-12,15,15-03-2024 21:45,16-12-2023 23:00
455,2ce68896a2812bcceaeea3837e33e4d24b1c88151c1a0b6cd02b182d,SP reward for iBTC,2023-12-12,9370,15-03-2024 21:45,16-12-2023 23:00
455,559d23a5db8f1b809ba9b48e7504582c96af34f68495f3ed51b2cce5,SP reward for iBTC,2023-12-12,20255,15-03-2024 21:45,16-12-2023 23:00
455,625a80682693f31e617ecbd92d269d226fd5ebd2f8584ef00577a658,SP reward for iBTC,2023-12-12,3631,15-03-2024 21:45,16-12-2023 23:00
455,baeeed00be50eeef2fc6f4089780abd4fc3cc461052fe8f271fd93b4,SP reward for iBTC,2023-12-12,5665,15-03-2024 21:45,16-12-2023 23:00
455,f1edb36c4546c43d547ef1568ab271ca79841977d8816f6f85cffd09,SP reward for iBTC,2023-12-12,7,15-03-2024 21:45,16-12-2023 23:00
455,2797b6e8e72817175772048734122bdfb686c41776318690f1cc5f79,SP reward for iBTC,2023-12-12,7,15-03-2024 21:45,16-12-2023 23:00
455,d522cfaab057a5a8aed4e83723ae0fa5150f007e009aab2e77659701,SP reward for iBTC,2023-12-12,104,15-03-2024 21:45,16-12-2023 23:00
455,903d332a30ff8a7beb13268a99e2fdd35e8a7f20368edda4416158e3,SP reward for iBTC,2023-12-12,81972,15-03-2024 21:45,16-12-2023 23:00
455,ed3122194af84dbc350676f420b1927209b40cf0d239ec26a5cc8623,SP reward for iBTC,2023-12-12,90741,15-03-2024 21:45,16-12-2023 23:00
