,epoch,addr,purpose,date,amount,Expiration,AvailableAt
0,451,94e8a4d1c409af5498095aafa61edb23fdbd9714f45d104cbe148425,SP reward for iBTC,22-11-2023,20454,24-02-2024 21:45,26-11-2023 23:00
1,451,4652c04766dfb925145dd332a511ae47fc2404afe0bebeee3627a71a,SP reward for iBTC,22-11-2023,770,24-02-2024 21:45,26-11-2023 23:00
2,451,b116a13787a0e3908128fb3d218193ebbe31f14bb1564e3b17e56474,SP reward for iBTC,22-11-2023,572,24-02-2024 21:45,26-11-2023 23:00
3,451,f8dc2687e7efb9814a0258337bbead8dbcf6dac7a0237e3b600f404d,SP reward for iBTC,22-11-2023,4710,24-02-2024 21:45,26-11-2023 23:00
4,451,2774b527cc66118eeb772ca5553089dc2f9d0a675d5d4bb0615afa56,SP reward for iBTC,22-11-2023,15,24-02-2024 21:45,26-11-2023 23:00
5,451,2ce68896a2812bcceaeea3837e33e4d24b1c88151c1a0b6cd02b182d,SP reward for iBTC,22-11-2023,9589,24-02-2024 21:45,26-11-2023 23:00
6,451,559d23a5db8f1b809ba9b48e7504582c96af34f68495f3ed51b2cce5,SP reward for iBTC,22-11-2023,20710,24-02-2024 21:45,26-11-2023 23:00
7,451,625a80682693f31e617ecbd92d269d226fd5ebd2f8584ef00577a658,SP reward for iBTC,22-11-2023,3712,24-02-2024 21:45,26-11-2023 23:00
8,451,baeeed00be50eeef2fc6f4089780abd4fc3cc461052fe8f271fd93b4,SP reward for iBTC,22-11-2023,5796,24-02-2024 21:45,26-11-2023 23:00
9,451,f1edb36c4546c43d547ef1568ab271ca79841977d8816f6f85cffd09,SP reward for iBTC,22-11-2023,7,24-02-2024 21:45,26-11-2023 23:00
10,451,2797b6e8e72817175772048734122bdfb686c41776318690f1cc5f79,SP reward for iBTC,22-11-2023,7,24-02-2024 21:45,26-11-2023 23:00
11,451,d522cfaab057a5a8aed4e83723ae0fa5150f007e009aab2e77659701,SP reward for iBTC,22-11-2023,103,24-02-2024 21:45,26-11-2023 23:00
12,451,903d332a30ff8a7beb13268a99e2fdd35e8a7f20368edda4416158e3,SP reward for iBTC,22-11-2023,83832,24-02-2024 21:45,26-11-2023 23:00
13,451,ed3122194af84dbc350676f420b1927209b40cf0d239ec26a5cc8623,SP reward for iBTC,22-11-2023,92797,24-02-2024 21:45,26-11-2023 23:00
14,451,2e1573f020d7dc42fb1befd459287f0e620fb799cee111e43c50d676,SP reward for iBTC,22-11-2023,9911,24-02-2024 21:45,26-11-2023 23:00
15,451,bffe2a2f3dde97b96f94f5cdde3957828c61db930faba0e4b2afbb46,SP reward for iBTC,22-11-2023,11555,24-02-2024 21:45,26-11-2023 23:00
16,451,12f5110ed7d627702788e4e38eaee59c8a22b5df19ed9ec664a82738,SP reward for iBTC,22-11-2023,4747,24-02-2024 21:45,26-11-2023 23:00
17,451,fd604bfce2089228bb84742efa2a90ad7f678753149f4949b376143f,SP reward for iBTC,22-11-2023,66,24-02-2024 21:45,26-11-2023 23:00
18,451,435ac6984516a80bf6a9e7d16ba8431add7b4f44083131ab8dce0097,SP reward for iBTC,22-11-2023,35310,24-02-2024 21:45,26-11-2023 23:00
19,451,df3ed3c34530edc62131484128ad73c4a256a8974d6a52ec845b64ed,SP reward for iBTC,22-11-2023,6346,24-02-2024 21:45,26-11-2023 23:00
20,451,847fe7a38c4292370b7254e6da0d9684769b31a10040e8f8ecf9686b,SP reward for iBTC,22-11-2023,9185,24-02-2024 21:45,26-11-2023 23:00
21,451,ce6885bef0ae899503bec94142f5c2d8f8d25973ddb50e1c5dca5c1e,SP reward for iBTC,22-11-2023,4262,24-02-2024 21:45,26-11-2023 23:00
22,451,41c36d3ddc84ef66b56f1a8ad1bd87779262caeab0b0ec2ba129dbbc,SP reward for iBTC,22-11-2023,162778,24-02-2024 21:45,26-11-2023 23:00
23,451,89d095d531c5d92be599e65bfe27c44652b2cf99b72a332427e9d8a2,SP reward for iBTC,22-11-2023,10586,24-02-2024 21:45,26-11-2023 23:00
24,451,f18f251f8eddc1825371c53d9fdd05d62aad37584a7b0f9e72cb0d5a,SP reward for iBTC,22-11-2023,14570,24-02-2024 21:45,26-11-2023 23:00
25,451,270a564190936d5e6199cd157798a1d802e05b5c4d69a756d02a4024,SP reward for iBTC,22-11-2023,1783,24-02-2024 21:45,26-11-2023 23:00
26,451,1bf3be13ff8e559f0aa594266d0cd164be15cd0fd1252943d97e1edb,SP reward for iBTC,22-11-2023,198,24-02-2024 21:45,26-11-2023 23:00
27,451,c7a34f1bdd69aee0196ba58d21999dd00a349820247b24041201649c,SP reward for iBTC,22-11-2023,9911,24-02-2024 21:45,26-11-2023 23:00
28,451,4e5426811df99e191ae0bc3eca64836e561a07d1623b16f94828240b,SP reward for iBTC,22-11-2023,73,24-02-2024 21:45,26-11-2023 23:00
29,451,d8432e121bd1d5bc137bcaecbece07f1793c31be59f83b18324c5606,SP reward for iBTC,22-11-2023,7,24-02-2024 21:45,26-11-2023 23:00
30,451,bd8dc08c011f804f96be2b9d6a085b68cbfb7235b362f821e4bd996f,SP reward for iBTC,22-11-2023,7776,24-02-2024 21:45,26-11-2023 23:00
31,451,38182d9874dbabb161ffff5e21c81a58b8134ff7f34f2407903dba6c,SP reward for iBTC,22-11-2023,2913,24-02-2024 21:45,26-11-2023 23:00
32,451,77dbc24ca98002157cc36a53b2f84c3080d85cf1946c83fb47d6d86e,SP reward for iBTC,22-11-2023,315,24-02-2024 21:45,26-11-2023 23:00
33,451,e292dc90457553865ecf16f586d72185fe4ef1afb2dc708f7099e4dd,SP reward for iBTC,22-11-2023,22,24-02-2024 21:45,26-11-2023 23:00
34,451,222c33a3ddf56799694bb262eec3e8eea2b543200dc8c19cb05e91af,SP reward for iBTC,22-11-2023,807,24-02-2024 21:45,26-11-2023 23:00
35,451,4bc68e944b110d752d552bd07df288e2a21102e7fcb8f66bf0fa6b03,SP reward for iBTC,22-11-2023,11430,24-02-2024 21:45,26-11-2023 23:00
36,451,d454f318a8c6566f00c68a23802c71ef7a6b675fe95d0db765a1bea9,SP reward for iBTC,22-11-2023,682,24-02-2024 21:45,26-11-2023 23:00
37,451,24be347acbb7713ebcd0f5b2b131f5d6ec0b9d48f4f142a0da648760,SP reward for iBTC,22-11-2023,785,24-02-2024 21:45,26-11-2023 23:00
38,451,1e55b5dd30127909ce59b07ec00664030565822c232536f659139900,SP reward for iBTC,22-11-2023,16184,24-02-2024 21:45,26-11-2023 23:00
39,451,85efbfc96dbff3982879b8689ec1c4755ea8e4b64281d1ac19a855f2,SP reward for iBTC,22-11-2023,1511,24-02-2024 21:45,26-11-2023 23:00
40,451,5c3d04a6fd9ff6f0ec72ef6f5213b307db3910cdec68ed15fab76aa7,SP reward for iBTC,22-11-2023,10748,24-02-2024 21:45,26-11-2023 23:00
41,451,6b5976099e509e58d6d3d04d10a63bdc511b3de937dd839cfb876076,SP reward for iBTC,22-11-2023,251254,24-02-2024 21:45,26-11-2023 23:00
42,451,5174ab849efa5337d220c79f849aa39ee378cd42b3ea9a2cc55ff905,SP reward for iBTC,22-11-2023,5825,24-02-2024 21:45,26-11-2023 23:00
43,451,929695c172f6c2841df1482161ec1a2716ee2f166c27c86b20736e71,SP reward for iBTC,22-11-2023,1841,24-02-2024 21:45,26-11-2023 23:00
44,451,9db8dbdfc35cd01248d7ef8b323d76a072cc6ccec45aca38ddd3f99c,SP reward for iBTC,22-11-2023,218835,24-02-2024 21:45,26-11-2023 23:00
45,451,db9b636e1b467ad9fa1c99c5820477f235d024c6079471192b750ce4,SP reward for iBTC,22-11-2023,37,24-02-2024 21:45,26-11-2023 23:00
46,451,3cdcafabe8d5a88419c7cb447f0467d81cd4086c97b489b49ddd0dca,SP reward for iBTC,22-11-2023,134959,24-02-2024 21:45,26-11-2023 23:00
47,451,01bb74d6a09834970c7e1cb6883cfaecbd3982e7fcc8d24116deaa84,SP reward for iBTC,22-11-2023,1797,24-02-2024 21:45,26-11-2023 23:00
48,451,30f71e8f66d9f908f0a47173cccb4127341e557e9f3d9d60e0d60178,SP reward for iBTC,22-11-2023,1074270,24-02-2024 21:45,26-11-2023 23:00
49,451,cef48e82717f374be93b1e5bccad65b68e9403e57dcec8f251b35455,SP reward for iBTC,22-11-2023,20661780,24-02-2024 21:45,26-11-2023 23:00
