,Period,Address,Purpose,Date,Amount,Expiration,AvailableAt
4116,453,1be221caa2e043e3f2ac88126788bbab75a92f69f96c4ebd85e5d3da,SP reward for iUSD,2023-12-03,4119647,2024-03-05 21:45,2023-12-06 23:00
4117,453,3068b11c69d8a302fc06eeafbf4925a5f538082cb460ee4fe572affb,SP reward for iUSD,2023-12-03,668814,2024-03-05 21:45,2023-12-06 23:00
4118,453,982897eebb4516bb2e68c969145ed6b60afd9581c5395fd8d5f41671,SP reward for iUSD,2023-12-03,1499519,2024-03-05 21:45,2023-12-06 23:00
4119,453,c1ca0e406c026b2c5bea93a87adcdb47d35ff84fa11aad36bf508bdb,SP reward for iUSD,2023-12-03,303,2024-03-05 21:45,2023-12-06 23:00
4120,453,f704a30ed24b42848a7f70f6deac1c07abb2ea48d7945f9a42e0ad57,SP reward for iUSD,2023-12-03,303,2024-03-05 21:45,2023-12-06 23:00
4121,453,d9c22f53b65de245d53960e0ebc869bcce325869e0474dbac405ce2a,SP reward for iUSD,2023-12-03,303,2024-03-05 21:45,2023-12-06 23:00
4122,453,2c1ef015c1c1f7ebd56316e4f1e06504b9c2fe0542b70c2651235b5f,SP reward for iUSD,2023-12-03,303,2024-03-05 21:45,2023-12-06 23:00
4123,453,9a59710f507351236c2d4f532897d2b8d851987b0a06a64b9c96e5e7,SP reward for iUSD,2023-12-03,180892,2024-03-05 21:45,2023-12-06 23:00
4124,453,69af353f2cb9ab695b429cff0e80203bc8e9e47548f28176e9bf99a0,SP reward for iUSD,2023-12-03,42570,2024-03-05 21:45,2023-12-06 23:00
4125,453,2387805ec55905b81396a1744734c4695abaaf620a73e88092018f58,SP reward for iUSD,2023-12-03,88375,2024-03-05 21:45,2023-12-06 23:00
4126,453,eff15a8eee7dbe991d1c3779f3bd9c07e99324872ae6cc7dadd673c4,SP reward for iUSD,2023-12-03,352092,2024-03-05 21:45,2023-12-06 23:00
4127,453,9d94c36c0ba08524969fb2fa100dce63e0eefda22b75eca8ec3e30c4,SP reward for iUSD,2023-12-03,1299900,2024-03-05 21:45,2023-12-06 23:00
4128,453,5a22248acd76b04db2a4f0804b465d7e0e6f9c13d3be980b3f7ef9e7,SP reward for iUSD,2023-12-03,42393,2024-03-05 21:45,2023-12-06 23:00
4129,453,0feb2d66680dd2c8ef55cff3f1f7a06ead08eb99572818586280704a,SP reward for iUSD,2023-12-03,52773,2024-03-05 21:45,2023-12-06 23:00
4130,453,9085a048fd190f237c52943ac271b9b78042747efb1cd553d6e54f4f,SP reward for iUSD,2023-12-03,202861,2024-03-05 21:45,2023-12-06 23:00
4131,453,8873329f3abcaeb2b1164af90d4709146106c2e5922217d7ae5c82fd,SP reward for iUSD,2023-12-03,876456,2024-03-05 21:45,2023-12-06 23:00
4132,453,7f4e2df57466c9e760df17e4bca6efade344d34aaa01e999bd585091,SP reward for iUSD,2023-12-03,211,2024-03-05 21:45,2023-12-06 23:00
4133,453,a05f633f38a2e39630741c08136382bf304be65bf5173b8de6ea8233,SP reward for iUSD,2023-12-03,139197,2024-03-05 21:45,2023-12-06 23:00
4134,453,2650b27630522d003c9542d54127d356f73714d289f491e8daff64f4,SP reward for iUSD,2023-12-03,374475,2024-03-05 21:45,2023-12-06 23:00
4135,453,0f444e0062d2fe9becc2db61d1a5d7ad41ca20a512a5a486e9e4dd5a,SP reward for iUSD,2023-12-03,101,2024-03-05 21:45,2023-12-06 23:00
4136,453,ca0f77040a2b74ee79cb3a2c8046083e364c853648d64885a75ae35e,SP reward for iUSD,2023-12-03,37680,2024-03-05 21:45,2023-12-06 23:00
4137,453,dceb6f76062e47c7f0824460a7cead1eeb4f9d450f5af0d6fb9b4b07,SP reward for iUSD,2023-12-03,550180,2024-03-05 21:45,2023-12-06 23:00
4138,453,80cd4da4e55a97f5c7f7e66de2162101e9725b2aa44aff4e6a4e1e33,SP reward for iUSD,2023-12-03,11112797,2024-03-05 21:45,2023-12-06 23:00
4139,453,d40548f127f99c554828fe5f75cc2dfa9af7bb2ab763cb47e12a825c,SP reward for iUSD,2023-12-03,7440159,2024-03-05 21:45,2023-12-06 23:00
4140,453,213a6315a3adfd1ec92b7975944a66e033cafbc8af03c734093cdaec,SP reward for iUSD,2023-12-03,16319201,2024-03-05 21:45,2023-12-06 23:00
4141,453,e4833eff5469ddeeaf0fbd065ad976676be56e8cd67c04526d51c495,SP reward for iUSD,2023-12-03,75460,2024-03-05 21:45,2023-12-06 23:00
4142,453,a98542c69f092e90404ec2d910811f27c07f8f2f9cd023ad3403cf94,SP reward for iUSD,2023-12-03,6035434,2024-03-05 21:45,2023-12-06 23:00
4143,453,6a24d71337297e197a1427892b2c50f5474749fe1b7e73ade6465ab2,SP reward for iUSD,2023-12-03,320585,2024-03-05 21:45,2023-12-06 23:00
4144,453,4bdcb3d0328b899e150cbe4efeedafcb2d46cd97f56d1d1a97b8f99d,SP reward for iUSD,2023-12-03,107829,2024-03-05 21:45,2023-12-06 23:00
4145,453,7cbe29c6dca455e7df105268bca4f739bfbdae33b4c098ce7f65dedc,SP reward for iUSD,2023-12-03,1303707,2024-03-05 21:45,2023-12-06 23:00
4146,453,4f4a2bc167559ceaeaff1f59a92aef5fb792c942e8f6999d45dc953f,SP reward for iUSD,2023-12-03,79058,2024-03-05 21:45,2023-12-06 23:00
4147,453,496632bcc28a738efb00f2ccaef3654b9fb0ba9dfaf9d359f1f71d21,SP reward for iUSD,2023-12-03,71068,2024-03-05 21:45,2023-12-06 23:00
4148,453,c7433f16ccc68259a53af788ab3d7178af7b97152636957fb2c62dc1,SP reward for iUSD,2023-12-03,267758,2024-03-05 21:45,2023-12-06 23:00
4149,453,b2cd3ac1116b5d4d2634eb51a832f9c99dd03abe51b9e05f463bde68,SP reward for iUSD,2023-12-03,193880,2024-03-05 21:45,2023-12-06 23:00
4150,453,520656bf9131c244f7925816da91de7e7b8f96b868d358641128120b,SP reward for iUSD,2023-12-03,610135,2024-03-05 21:45,2023-12-06 23:00
4151,453,b01f0c44e67df1b4b6554d0e86a6b3d2529cdabb099bb8cba9af32f9,SP reward for iUSD,2023-12-03,7630965,2024-03-05 21:45,2023-12-06 23:00
4152,453,7c5a3ffd4843cf9bb750918cb453a87e71b3b21d63b02dd45dd3ea31,SP reward for iUSD,2023-12-03,159471,2024-03-05 21:45,2023-12-06 23:00
4153,453,775ef1ace4264239a1f7713dfcf2509b35664a69ff58631d9ca7b43d,SP reward for iUSD,2023-12-03,143825,2024-03-05 21:45,2023-12-06 23:00
4154,453,4a401f6b38efdff06047655179762c26b19cc4abd5131f2758055ab6,SP reward for iUSD,2023-12-03,89843,2024-03-05 21:45,2023-12-06 23:00
4155,453,1fb1c72ebf96a6768fae696c153566f58d9e115accc56b2fb34d1e8a,SP reward for iUSD,2023-12-03,276288,2024-03-05 21:45,2023-12-06 23:00
4156,453,3350a1cb0110a5855f289a0738fdbe0c00c07cf748fd5f5cdf1aa63b,SP reward for iUSD,2023-12-03,82962,2024-03-05 21:45,2023-12-06 23:00
4157,453,24f988ff2d6c698e40546682235b29ce08d28d58610087a8b51d4f7b,SP reward for iUSD,2023-12-03,44391,2024-03-05 21:45,2023-12-06 23:00
4158,453,51ba77a69f4bd280866f41ca99f33f4d0d82db2d7bd7d854b915fc06,SP reward for iUSD,2023-12-03,682657,2024-03-05 21:45,2023-12-06 23:00
4159,453,a628ecc683d79eb6cdf0ef8d24fa8994ef5e9720bc52cb731107b7e6,SP reward for iUSD,2023-12-03,132714,2024-03-05 21:45,2023-12-06 23:00
4160,453,b1dbe8a6a01b900f86a22e0a3d4ed07fc12cae527acec206b87bd0c5,SP reward for iUSD,2023-12-03,24179,2024-03-05 21:45,2023-12-06 23:00
4161,453,ef9efef8728d54bf24063b5537757e982a21e3f83f62eef138dbcdae,SP reward for iUSD,2023-12-03,193668,2024-03-05 21:45,2023-12-06 23:00
4162,453,5a47fb7fd91588a45f746050fbe0bbed21eb9e6f76661f7d9e34ec88,SP reward for iUSD,2023-12-03,24179,2024-03-05 21:45,2023-12-06 23:00
4163,453,4159b954d23dcb90b69ee111b2db10b142ec0a65f93c6ed097a258dc,SP reward for iUSD,2023-12-03,7150711,2024-03-05 21:45,2023-12-06 23:00
4164,453,eb0382a090804495fc3003fde29059573bdb73ec2568ea91dc8c3984,SP reward for iUSD,2023-12-03,1263571,2024-03-05 21:45,2023-12-06 23:00
4165,453,85dccd823a8eda33c9f680bb5dd7c09479fae10c95732a968f39ddad,SP reward for iUSD,2023-12-03,324531,2024-03-05 21:45,2023-12-06 23:00
4166,453,9f376f894c2b994121f92765e48368c979e9c029a3f4e4ecea793e16,SP reward for iUSD,2023-12-03,14924803,2024-03-05 21:45,2023-12-06 23:00
4167,453,9bd3f69b4c63d599fdad5b151e8ea20bb61a05995cba211562730ec5,SP reward for iUSD,2023-12-03,535532,2024-03-05 21:45,2023-12-06 23:00
4168,453,451fe314c4e9a41bb5804455fb4057afc1cbf2b74cde2d3d737b3354,SP reward for iUSD,2023-12-03,71102,2024-03-05 21:45,2023-12-06 23:00
4169,453,afec6bc6188cd383cc26a050c5f7fa4ea6e1a3c8353e5861491ea853,SP reward for iUSD,2023-12-03,497443,2024-03-05 21:45,2023-12-06 23:00
4170,453,a6049fbd2fd723e4f19c5392bfff9019d10ac59d222ee86ba05c9b2e,SP reward for iUSD,2023-12-03,447538,2024-03-05 21:45,2023-12-06 23:00
4171,453,8e253a76b29eb45b7574793772261b6bcfb20df13aa0a71708db9025,SP reward for iUSD,2023-12-03,1759110,2024-03-05 21:45,2023-12-06 23:00
4172,453,f0759375e806e0212efd939c5734c9894fd1f309d3da6471e068bdde,SP reward for iUSD,2023-12-03,3676981,2024-03-05 21:45,2023-12-06 23:00
4173,453,1b0f82f268b7fe033d88c2ac02f6a179e2ea545a13cb01a3a54a599a,SP reward for iUSD,2023-12-03,53146,2024-03-05 21:45,2023-12-06 23:00
4174,453,d2ea9a7da4080401add22f56da15e04c0782243c196215658ee9da65,SP reward for iUSD,2023-12-03,2147030,2024-03-05 21:45,2023-12-06 23:00
4175,453,6362594e81cc4bf5946e14a30cf676df0db656ba14dadf367ab90167,SP reward for iUSD,2023-12-03,3071371,2024-03-05 21:45,2023-12-06 23:00
4176,453,75ee02775bcf62517779f638a4184d62ebedc4da72d555aceed1e655,SP reward for iUSD,2023-12-03,746757,2024-03-05 21:45,2023-12-06 23:00
4177,453,31161a3f479812bb1b676672d89d870a9eb53209c5ac33bec960388e,SP reward for iUSD,2023-12-03,7107919,2024-03-05 21:45,2023-12-06 23:00
4178,453,3faabb3508ee0fb5a909dd6e5b73d101c7e0d69fe91f75593c8033e0,SP reward for iUSD,2023-12-03,357981,2024-03-05 21:45,2023-12-06 23:00
4179,453,b9e9da0f62e8bcc5a653b6e0508b1796d3de0c22fea13ac3931db7b3,SP reward for iUSD,2023-12-03,10729,2024-03-05 21:45,2023-12-06 23:00
4180,453,2d11701d32a1ff7f557ccbef060b94841fb25389fd02a97f9917cdb8,SP reward for iUSD,2023-12-03,4574964,2024-03-05 21:45,2023-12-06 23:00
4181,453,8959defd2f71d0ea07d08435466ec07b5257b7300ff9e02558fed9f2,SP reward for iUSD,2023-12-03,122900,2024-03-05 21:45,2023-12-06 23:00
4182,453,d171c764b68e3006a17366dbbd2b5b1d1641e584991c8524ac72458f,SP reward for iUSD,2023-12-03,963250,2024-03-05 21:45,2023-12-06 23:00
4183,453,9057a63eaa2afa9e1f67bdb5d29fd62c59c91d0c79a30e225f079aca,SP reward for iUSD,2023-12-03,2980361,2024-03-05 21:45,2023-12-06 23:00
4184,453,3974438b8c38758b0d8828e53af690b9d4db802fa363cc042c002697,SP reward for iUSD,2023-12-03,21176,2024-03-05 21:45,2023-12-06 23:00
4185,453,e30a204b11986043cac4fca3022600e309ad1bd06963affb22fcf3a5,SP reward for iUSD,2023-12-03,4233705,2024-03-05 21:45,2023-12-06 23:00
4186,453,19b46b0b16bbbc3a6f7b67ddd2a5e21dbe1b3b232a9e02109c20350f,SP reward for iUSD,2023-12-03,5849182,2024-03-05 21:45,2023-12-06 23:00
4187,453,277fd1b973fb696cd511a2382770f137bedb994b2395d476db829938,SP reward for iUSD,2023-12-03,10949550,2024-03-05 21:45,2023-12-06 23:00
4188,453,6584bcf113af500d0a3da31cf71613891b5ec591bf920e03518cd20a,SP reward for iUSD,2023-12-03,686985,2024-03-05 21:45,2023-12-06 23:00
4189,453,3afa612c1bef384caa2dfa6c02a2b90515ea5daaaaafbf63421a4288,SP reward for iUSD,2023-12-03,5448195,2024-03-05 21:45,2023-12-06 23:00
4190,453,065b03aa376bb86b5ec066afbae4cdd38007f7fd63bd885db812d0bb,SP reward for iUSD,2023-12-03,6157227,2024-03-05 21:45,2023-12-06 23:00
4191,453,ea7f8ffbdc5cac1c095c524ffdce7bcb1a53429460225074052f2db8,SP reward for iUSD,2023-12-03,10378877,2024-03-05 21:45,2023-12-06 23:00
4192,453,a13cf52d79177a8df19463e96c2d0629cb8affd4c658c60f7c618597,SP reward for iUSD,2023-12-03,10379066,2024-03-05 21:45,2023-12-06 23:00
4193,453,87f24e4fc4a1328618c93c8f4453858062ef19fad9a0da6a58897c3c,SP reward for iUSD,2023-12-03,772092,2024-03-05 21:45,2023-12-06 23:00
4194,453,6bd530b62ab7384bb1c3587cf52c29ee1e58a8f10abe719db749b887,SP reward for iUSD,2023-12-03,36084,2024-03-05 21:45,2023-12-06 23:00
4195,453,2a2acc24ba402b8086208c7018a49ae417d95461d2979b9d994f9035,SP reward for iUSD,2023-12-03,2005908,2024-03-05 21:45,2023-12-06 23:00
4196,453,1d873b8c37d35e5e322736d5194df4efbcec93bd3e87090998185a10,SP reward for iUSD,2023-12-03,495606,2024-03-05 21:45,2023-12-06 23:00
4197,453,2bf19e5ce4f0086dad389475d508a89c11155297aa2eb2333479e0c4,SP reward for iUSD,2023-12-03,9169,2024-03-05 21:45,2023-12-06 23:00
4198,453,6bdf4e6548d770125f81c51ebc92b583787973ead359912e3ccd8e66,SP reward for iUSD,2023-12-03,321284,2024-03-05 21:45,2023-12-06 23:00
4199,453,5dd980e75c38dc7af3dbb6d1d1f023b6b2c47e0fc11d7614b8c6144a,SP reward for iUSD,2023-12-03,47706,2024-03-05 21:45,2023-12-06 23:00
4200,453,64a10c64f24430b1dd073fdd02d0ba3f90aedfbb56a11ebc88f31d9a,SP reward for iUSD,2023-12-03,6659,2024-03-05 21:45,2023-12-06 23:00
4201,453,6e905d1b63238bc14a154abf1caf7d960df681fe54b912080253f388,SP reward for iUSD,2023-12-03,281819,2024-03-05 21:45,2023-12-06 23:00
4202,453,46636c75a8ea7e639bcd563ff6a590f2bfc4b31e04975337297c3ed3,SP reward for iUSD,2023-12-03,180069,2024-03-05 21:45,2023-12-06 23:00
4203,453,cf5a71377304beaa326262fbe9c2c4bdb79a2c9dd8b58587361d75d3,SP reward for iUSD,2023-12-03,16099,2024-03-05 21:45,2023-12-06 23:00
4204,453,e212055b9f7770cacf8247603fa17d95e9202fcb43c3100a5166a3ea,SP reward for iUSD,2023-12-03,352145,2024-03-05 21:45,2023-12-06 23:00
4205,453,539de384fd00d19831a9dee138ad807d7e13186e72ad923bf05759c6,SP reward for iUSD,2023-12-03,154109,2024-03-05 21:45,2023-12-06 23:00
4206,453,acbe358480fadcc61b45f05bb1a0ce24fac05c7ceb808b6426f19a32,SP reward for iUSD,2023-12-03,1549816,2024-03-05 21:45,2023-12-06 23:00
4207,453,f523a5f3501a8277b92972279f52a33a739695801150b40b93894095,SP reward for iUSD,2023-12-03,271536,2024-03-05 21:45,2023-12-06 23:00
4208,453,f541ea1d2e5739e4220ee93a159de53079fb434e4beadf9eaf7acc13,SP reward for iUSD,2023-12-03,36148,2024-03-05 21:45,2023-12-06 23:00
4209,453,759d6df20a7f19005a274354accf23be17d066149740f11b76115565,SP reward for iUSD,2023-12-03,128369,2024-03-05 21:45,2023-12-06 23:00
4210,453,0b6d4094acb71999783c5f632377b48f9df9fc9e2d90e0fda2fdbdec,SP reward for iUSD,2023-12-03,830991,2024-03-05 21:45,2023-12-06 23:00
4211,453,3fbdca8a85a77bb7448f2aed7fc255737afce334c27beb34abea0f98,SP reward for iUSD,2023-12-03,395964,2024-03-05 21:45,2023-12-06 23:00
4212,453,b85dff549239e4a2cb2ee05686b291f7e251c661364e610fd913475e,SP reward for iUSD,2023-12-03,208160,2024-03-05 21:45,2023-12-06 23:00
4213,453,698ceb483c24a183e0a9efbb33b25789c41494082421f4df6c75803e,SP reward for iUSD,2023-12-03,1742200,2024-03-05 21:45,2023-12-06 23:00
4214,453,9bd32d0c896ecfd22af41a2328d4e1d7bc2e8be07e61ce7eb5caa536,SP reward for iUSD,2023-12-03,5876641,2024-03-05 21:45,2023-12-06 23:00
4215,453,f1860eef3390a68b80d3fa8b2029209f5e56321d7a3a530a52c9d71c,SP reward for iUSD,2023-12-03,73437,2024-03-05 21:45,2023-12-06 23:00
4216,453,7f599d640f9e0f1dd79005c7d838e4a5a597df2ebb456f97dd0174e3,SP reward for iUSD,2023-12-03,62396,2024-03-05 21:45,2023-12-06 23:00
4217,453,141d519f3c05fbf89e3290576479b843ac9dfdb17b5478c6a9dd10f8,SP reward for iUSD,2023-12-03,71897,2024-03-05 21:45,2023-12-06 23:00
4218,453,95aab629810acf425e4448592d1a5a0265255116e5451f90d7034b58,SP reward for iUSD,2023-12-03,32120,2024-03-05 21:45,2023-12-06 23:00
4219,453,21c70ce3051628e1d2edac15345e063e2e673936bd8fb609ed4eabcb,SP reward for iUSD,2023-12-03,18586,2024-03-05 21:45,2023-12-06 23:00
4220,453,e5359da33766c5a8ba5d7a9f833a7d5e2f57d27d5ef46c50d26a1094,SP reward for iUSD,2023-12-03,2220,2024-03-05 21:45,2023-12-06 23:00
4221,453,95478e8e4c160ef0ac1f45161db75747c07660ab797b4d61d92c8d2e,SP reward for iUSD,2023-12-03,407595,2024-03-05 21:45,2023-12-06 23:00
4222,453,377887add7e897ff7ddf69ed393d0dd8a181880a84d5d8bcac6f62e9,SP reward for iUSD,2023-12-03,467365,2024-03-05 21:45,2023-12-06 23:00
4223,453,7be5f93bb7df30db82fe631b651368554c58a387addbdb9347def738,SP reward for iUSD,2023-12-03,1291391,2024-03-05 21:45,2023-12-06 23:00
4224,453,6c8ecb2a0a26b86449201ea03fe11aeefc109c8e5e1d650779c01b7c,SP reward for iUSD,2023-12-03,208633,2024-03-05 21:45,2023-12-06 23:00
4225,453,c5b369fa0456604bbfb986dcfb68fc592a4ca23bd28fec18d484be19,SP reward for iUSD,2023-12-03,365099,2024-03-05 21:45,2023-12-06 23:00
4226,453,07be0c021a1d4a26ad6e2761767b186961d184259a365cda60002925,SP reward for iUSD,2023-12-03,37997,2024-03-05 21:45,2023-12-06 23:00
4227,453,5d0278f262cee5584be34cb2ae2396dd2ce4f77be03268e418460e39,SP reward for iUSD,2023-12-03,0,2024-03-05 21:45,2023-12-06 23:00
4228,453,e3fe1aded971a56dc2ca9fad8d423d3832f7ac0f915911462729f453,SP reward for iUSD,2023-12-03,336135,2024-03-05 21:45,2023-12-06 23:00
4229,453,00023775abacb7c31af161e5d0faebd84067299748396171df0a4143,SP reward for iUSD,2023-12-03,1551103,2024-03-05 21:45,2023-12-06 23:00
4230,453,8425e1110917c188382ff1e28f3e11c6310ca3c1ee09b4b4bcc41bc1,SP reward for iUSD,2023-12-03,70371,2024-03-05 21:45,2023-12-06 23:00
4231,453,19c87ada5b44424a2f54fdd13b556f9306ef9f1356359c57581abd4f,SP reward for iUSD,2023-12-03,77515,2024-03-05 21:45,2023-12-06 23:00
4232,453,7968a748b588347106eebc57fb2cf6afc0bfebd72784ab489dbd0ad5,SP reward for iUSD,2023-12-03,129,2024-03-05 21:45,2023-12-06 23:00
4233,453,c835248f41cb65303bec60d767f0299ea458a19c8c04beb125513487,SP reward for iUSD,2023-12-03,673120,2024-03-05 21:45,2023-12-06 23:00
4234,453,a0f890b740b6e870ee690e3d02ca5fdeddf9969aea0a87b3bef425e1,SP reward for iUSD,2023-12-03,137529,2024-03-05 21:45,2023-12-06 23:00
4235,453,c55b4e912c5d71dfaa4f0b7487eecf8ed26a9ae779a9ad422639fd45,SP reward for iUSD,2023-12-03,11083,2024-03-05 21:45,2023-12-06 23:00
4236,453,9ee2d4da330d9a1f86963847dfc4c6c1705310878a508ff1ff011cb0,SP reward for iUSD,2023-12-03,540466,2024-03-05 21:45,2023-12-06 23:00
4237,453,1c17a2b47f85fbfb39d92c74636c3febf1c4171c923fcb69f1d9cc15,SP reward for iUSD,2023-12-03,16277610,2024-03-05 21:45,2023-12-06 23:00
4238,453,6a454ac65fe62709fb8b2f46b6ed76a6497997c2eb9cfd9b4de35940,SP reward for iUSD,2023-12-03,2585346,2024-03-05 21:45,2023-12-06 23:00
4239,453,824f1b5399d6885e6330925fcba1472da21731a3d9f33802dd308f7f,SP reward for iUSD,2023-12-03,383721,2024-03-05 21:45,2023-12-06 23:00
4240,453,bdd04d1556428408b8b1b2b6b95f97bd7a8e4477f1e7d488be45f875,SP reward for iUSD,2023-12-03,10249,2024-03-05 21:45,2023-12-06 23:00
4241,453,a21b4bac0ec5723e223e741f675761f2c57c67be59ad3ce0e04ea732,SP reward for iUSD,2023-12-03,19480316,2024-03-05 21:45,2023-12-06 23:00
4242,453,d1f445019e940fa4e89b149599b431d0ef7592743758b010b8866898,SP reward for iUSD,2023-12-03,950335,2024-03-05 21:45,2023-12-06 23:00
4243,453,e6fdaba56d087a16a9d4cd4a298d537bb25843159bbe8c9dfcfa3530,SP reward for iUSD,2023-12-03,234111,2024-03-05 21:45,2023-12-06 23:00
4244,453,aa211a1a883ac11c03500685cd4aea5a7d8eca2dc32c318e6651af18,SP reward for iUSD,2023-12-03,2494954,2024-03-05 21:45,2023-12-06 23:00
4245,453,fd84357990c85741e74703ffc003798059eecfc6cd9ee37c98e93fd8,SP reward for iUSD,2023-12-03,123496,2024-03-05 21:45,2023-12-06 23:00
4246,453,7688d0867635ff2ebb5a76b52bdfca69fe36e535b3c05ba32b51e029,SP reward for iUSD,2023-12-03,17591,2024-03-05 21:45,2023-12-06 23:00
4247,453,9e424dfa5b06d4e6acfe6749af8d6a19bab26f56b09b4c321661e890,SP reward for iUSD,2023-12-03,134110,2024-03-05 21:45,2023-12-06 23:00
4248,453,a37fab79f14d68ea324942d0acb658d887671d6c09f3a5c9284f2348,SP reward for iUSD,2023-12-03,796242,2024-03-05 21:45,2023-12-06 23:00
4249,453,20f8b4934963ae0ba07830e3d41e2ed682f8b2a40d6a1d3934e00358,SP reward for iUSD,2023-12-03,206071,2024-03-05 21:45,2023-12-06 23:00
4250,453,5e9e787d528af67785b3b595843acc232258ada6191b40ffa80cd0d2,SP reward for iUSD,2023-12-03,3,2024-03-05 21:45,2023-12-06 23:00
4251,453,7b2c3d7b795d7cb692b32fe35662bf0c1dc7844185e2af3ee0b3a7eb,SP reward for iUSD,2023-12-03,35305,2024-03-05 21:45,2023-12-06 23:00
4252,453,fdc9272f3ac1db456c05ea777081d86566f69baf4bc13fb50ff98f6e,SP reward for iUSD,2023-12-03,7252853,2024-03-05 21:45,2023-12-06 23:00
4253,453,9e2de070cd8adcf9d3e9b3f2eb8a990e4def3916723a78067544251a,SP reward for iUSD,2023-12-03,2814577,2024-03-05 21:45,2023-12-06 23:00
4254,453,a90c9789e1cc4e2b2b3f0623af62cf6c143918214776980f29b12d12,SP reward for iUSD,2023-12-03,272158,2024-03-05 21:45,2023-12-06 23:00
4255,453,315da5b171400a2b8d131c70ea53f27b1977bb1fcec1537d70649dac,SP reward for iUSD,2023-12-03,86153,2024-03-05 21:45,2023-12-06 23:00
4256,453,c9bba2ce6a6793c23a58f104ed481c0c9004caea9baa1b057c0d9206,SP reward for iUSD,2023-12-03,30270,2024-03-05 21:45,2023-12-06 23:00
4257,453,9fbf7f8abb766c67dabd22c2ca7f81e8a97dcb610450906524cf8ab6,SP reward for iUSD,2023-12-03,175911,2024-03-05 21:45,2023-12-06 23:00
4258,453,7328ab6d917830c7db07347e34d628bd76421d260b9064231a34955e,SP reward for iUSD,2023-12-03,70472,2024-03-05 21:45,2023-12-06 23:00
4259,453,4161da6570a522b9de574b45ae1ade7338a5dd8e69a40138fa57ac67,SP reward for iUSD,2023-12-03,283217,2024-03-05 21:45,2023-12-06 23:00
4260,453,dcbc64ce3cc4aeac225a45dd67dfc3717f732f6303556efb6dd8024f,SP reward for iUSD,2023-12-03,352,2024-03-05 21:45,2023-12-06 23:00
4261,453,d7093cc9caa740381045e3c433dfc849c3403ecf066fac9233e14246,SP reward for iUSD,2023-12-03,569591,2024-03-05 21:45,2023-12-06 23:00
4262,453,4666d47f11e1b5bb0466790bd92e1ffc477a94229862fe75e2bac853,SP reward for iUSD,2023-12-03,4582134,2024-03-05 21:45,2023-12-06 23:00
4263,453,b6c8fe09bf3e01359bb5e52c84ff99fc767338874c39af9ae0a6ff61,SP reward for iUSD,2023-12-03,480843,2024-03-05 21:45,2023-12-06 23:00
4264,453,6b1b3b6c653239a344063df53c885e3bb0aa463431a7a52b1d218c46,SP reward for iUSD,2023-12-03,244434,2024-03-05 21:45,2023-12-06 23:00
4265,453,3b9070843cfd1111780923e400c7dfd2a3418e6e014cb7469a65204d,SP reward for iUSD,2023-12-03,19270,2024-03-05 21:45,2023-12-06 23:00
4266,453,54f8269df233658b118fa1e8733a1a87d080a4fa52f9fcdfb6f792c5,SP reward for iUSD,2023-12-03,7481218,2024-03-05 21:45,2023-12-06 23:00
4267,453,44b2ce776e5c1d02812bab7652a63fe3a7a846d448b522ed320dc778,SP reward for iUSD,2023-12-03,5277682,2024-03-05 21:45,2023-12-06 23:00
4268,453,5d9de15a9e526c04fba22b12118560b4c7aee4f3bee35e23431b05f0,SP reward for iUSD,2023-12-03,154806,2024-03-05 21:45,2023-12-06 23:00
4269,453,92a3a6bc9849096be7edb873d5bda4a39b735d23250bbf9984446ad6,SP reward for iUSD,2023-12-03,153066,2024-03-05 21:45,2023-12-06 23:00
4270,453,97abddf0ccc26df60a24679fe7080de9ead18fa0d973a115ce072ca8,SP reward for iUSD,2023-12-03,1919434,2024-03-05 21:45,2023-12-06 23:00
4271,453,a79e3310327ff57aec9921c729d9a81389fe10aaa398fda3e5ae0fb3,SP reward for iUSD,2023-12-03,1974870,2024-03-05 21:45,2023-12-06 23:00
4272,453,939599008b9c90675392a3352031aa45ab10e13d3d3ee551560cb222,SP reward for iUSD,2023-12-03,2314310,2024-03-05 21:45,2023-12-06 23:00
4273,453,fba8d8b4540834cf4a429dd21d96df1b9aa9232c87cb7c22e5a91ec4,SP reward for iUSD,2023-12-03,1464866,2024-03-05 21:45,2023-12-06 23:00
4274,453,39c9cbc0d355ef4b7d5338c0279c3c8cb299f08ba70a62222116b638,SP reward for iUSD,2023-12-03,2072989,2024-03-05 21:45,2023-12-06 23:00
4275,453,b844eda8d8b99c58609f090d3156ef91488778e92501e1154e797492,SP reward for iUSD,2023-12-03,111340,2024-03-05 21:45,2023-12-06 23:00
4276,453,6077abce350b8d0846071ae22ba796d4996a063e4980982a12b7d513,SP reward for iUSD,2023-12-03,70364,2024-03-05 21:45,2023-12-06 23:00
4277,453,7a8c5c6a0504657a4c93dae313b3641a21c324f78c4732955efc4603,SP reward for iUSD,2023-12-03,73171,2024-03-05 21:45,2023-12-06 23:00
4278,453,b1cf6e2d6f48b04ca81b5240c6863c43be3dde6202a121800a79efad,SP reward for iUSD,2023-12-03,162653,2024-03-05 21:45,2023-12-06 23:00
4279,453,0f1c06517bfa8738c45145700c04303d1f5b5168cec1a083deebcd7c,SP reward for iUSD,2023-12-03,8990213,2024-03-05 21:45,2023-12-06 23:00
